,date,usd_close,usd_open,usd_high,usd_low,usd_value%
416,2019-04-30,1163.25,1159.89,1169.69,1158.64,0.38
417,2019-05-01,1164.73,1164.25,1166.31,1160.25,0.13
418,2019-05-02,1166.16,1165.73,1168.52,1160.58,0.12
419,2019-05-03,1163.68,1167.06,1172.1,1163.9,-0.2
420,2019-05-06,1168.15,1164.34,1174.32,1164.33,0.38
421,2019-05-07,1172.22,1169.15,1174.4,1165.95,0.35
422,2019-05-08,1172.1,1172.34,1173.81,1167.55,-0.0
423,2019-05-09,1179.09,1173.11,1186.28,1170.85,0.6
424,2019-05-10,1174.2,1180.09,1183.47,1173.38,-0.4
425,2019-05-13,1187.78,1175.2,1190.75,1175.2,1.16
426,2019-05-14,1186.82,1188.78,1190.21,1184.43,-0.0
427,2019-05-15,1185.79,1187.82,1192.28,1185.73,-0.0
428,2019-05-16,1191.33,1186.79,1193.69,1186.22,0.47
429,2019-05-17,1193.73,1192.33,1196.46,1189.01,0.2
430,2019-05-20,1194.23,1194.83,1195.46,1190.94,0.04
431,2019-05-21,1191.78,1194.74,1196.81,1191.24,-0.2
432,2019-05-22,1190.37,1192.78,1197.09,1187.85,-0.1
433,2019-05-23,1188.8,1190.76,1194.68,1188.0,-0.1
434,2019-05-24,1184.77,1189.8,1191.72,1185.07,-0.3
435,2019-05-27,1183.55,1185.65,1187.38,1182.1,-0.1
436,2019-05-28,1187.94,1184.54,1190.36,1182.84,0.37
437,2019-05-29,1193.03,1188.94,1196.75,1187.22,0.43
438,2019-05-30,1188.73,1194.03,1194.82,1187.33,-0.3
439,2019-05-31,1187.8,1189.73,1193.79,1188.03,-0.0
440,2019-06-03,1178.92,1188.8,1191.2,1178.28,-0.7
441,2019-06-04,1177.56,1179.72,1184.88,1177.16,-0.1
442,2019-06-05,1179.84,1178.11,1182.98,1173.89,0.19
443,2019-06-06,1177.67,1180.84,1182.55,1177.91,-0.1
444,2019-06-07,1181.07,1178.67,1186.88,1177.23,0.29
445,2019-06-10,1183.02,1181.76,1188.04,1180.05,0.17
446,2019-06-11,1178.21,1184.02,1186.06,1178.23,-0.4
447,2019-06-12,1183.35,1179.21,1185.28,1177.99,0.44
448,2019-06-13,1182.32,1183.53,1187.56,1181.35,-0.0
449,2019-06-14,1186.78,1183.32,1188.4,1181.63,0.38
450,2019-06-17,1185.55,1186.89,1188.33,1184.63,-0.1
451,2019-06-18,1173.87,1185.45,1188.01,1173.44,-0.9
452,2019-06-19,1171.48,1174.87,1178.96,1171.35,-0.2
453,2019-06-20,1158.52,1172.48,1173.94,1156.15,-1.1
454,2019-06-21,1158.2,1159.42,1164.8,1156.68,-0.0
455,2019-06-24,1153.67,1159.31,1161.36,1154.05,-0.3
456,2019-06-25,1155.17,1154.67,1157.27,1152.68,0.13
457,2019-06-26,1153.67,1156.17,1160.72,1151.89,-0.1
458,2019-06-27,1157.0,1154.53,1159.03,1153.05,0.29
459,2019-06-28,1155.38,1157.15,1159.06,1153.84,-0.1
460,2019-07-01,1160.77,1156.43,1165.06,1148.7,0.47
461,2019-07-02,1166.47,1161.77,1168.61,1160.32,0.49
462,2019-07-03,1169.72,1167.47,1172.92,1165.6,0.28
463,2019-07-04,1167.34,1170.72,1171.74,1166.9,-0.2
464,2019-07-05,1174.59,1168.34,1176.13,1167.52,0.62
465,2019-07-08,1179.94,1175.02,1182.58,1174.63,0.46
466,2019-07-09,1182.22,1180.92,1184.45,1178.07,0.19
467,2019-07-10,1175.57,1183.22,1183.48,1175.18,-0.5
468,2019-07-11,1174.16,1176.57,1178.24,1169.94,-0.1
469,2019-07-12,1176.32,1175.16,1180.27,1173.77,0.18
470,2019-07-15,1179.41,1177.41,1182.25,1176.81,0.26
471,2019-07-16,1179.21,1180.41,1182.52,1176.22,-0.0
472,2019-07-17,1179.62,1179.7,1182.72,1177.6,0.03
473,2019-07-18,1171.78,1180.62,1184.07,1172.29,-0.6
474,2019-07-19,1175.11,1172.78,1176.83,1169.85,0.28
475,2019-07-22,1175.87,1176.11,1179.45,1175.07,0.06
476,2019-07-23,1178.89,1176.87,1180.8,1175.31,0.26
477,2019-07-24,1177.41,1179.9,1181.03,1176.3,-0.1
478,2019-07-25,1183.16,1178.41,1185.35,1177.09,0.49
479,2019-07-26,1183.24,1184.16,1186.65,1181.75,0.01
480,2019-07-29,1182.71,1184.21,1185.95,1180.38,-0.0
481,2019-07-30,1181.14,1183.71,1184.71,1179.38,-0.1
482,2019-07-31,1187.32,1181.14,1189.35,1179.88,0.52
483,2019-08-01,1195.38,1188.32,1198.32,1185.88,0.68
484,2019-08-02,1204.51,1196.38,1208.03,1191.35,0.76
485,2019-08-05,1217.33,1204.94,1221.29,1202.4,1.06
486,2019-08-06,1212.43,1218.33,1220.74,1208.9,-0.4
487,2019-08-07,1212.87,1213.43,1220.22,1211.45,0.04
488,2019-08-08,1207.08,1213.02,1216.46,1206.16,-0.4
489,2019-08-09,1213.45,1208.08,1217.28,1207.15,0.53
490,2019-08-12,1218.14,1214.44,1220.7,1213.57,0.39
491,2019-08-13,1205.64,1219.14,1224.55,1205.64,-1.0
492,2019-08-14,1215.86,1206.64,1218.95,1206.05,0.85
493,2019-08-15,1212.33,1216.86,1219.48,1212.45,-0.2
494,2019-08-16,1207.47,1213.33,1215.95,1205.06,-0.4
495,2019-08-19,1211.62,1208.49,1213.98,1208.19,0.34
496,2019-08-20,1205.4,1212.62,1214.2,1205.4,-0.5
497,2019-08-21,1201.44,1206.4,1210.03,1198.69,-0.3
498,2019-08-22,1209.42,1202.49,1212.36,1201.98,0.66
499,2019-08-23,1212.66,1210.43,1217.89,1206.81,0.27
500,2019-08-26,1211.74,1213.65,1220.7,1212.1,-0.0
501,2019-08-27,1211.74,1212.74,1215.85,1210.25,0.0
502,2019-08-28,1212.29,1212.74,1215.94,1211.52,0.05
503,2019-08-29,1208.12,1213.29,1217.39,1207.76,-0.3
504,2019-08-30,1209.5,1209.12,1212.05,1206.24,0.11
505,2019-09-02,1213.61,1209.77,1215.14,1209.36,0.34
506,2019-09-03,1210.54,1214.67,1217.5,1210.78,-0.2
507,2019-09-04,1203.63,1211.54,1212.27,1203.21,-0.5
508,2019-09-05,1197.52,1204.64,1205.54,1195.86,-0.5
509,2019-09-06,1191.77,1198.03,1199.3,1189.46,-0.4
510,2019-09-09,1191.93,1192.62,1195.36,1188.77,0.01
511,2019-09-10,1191.35,1192.93,1194.2,1189.04,-0.0
512,2019-09-11,1189.68,1191.51,1195.16,1188.67,-0.1
513,2019-09-12,1181.44,1190.68,1191.41,1177.55,-0.6
514,2019-09-13,1178.72,1182.44,1184.46,1175.31,-0.2
515,2019-09-16,1184.02,1181.65,1186.2,1181.56,0.45
516,2019-09-17,1186.62,1185.02,1191.65,1183.59,0.22
517,2019-09-18,1190.73,1187.62,1194.74,1186.52,0.35
518,2019-09-19,1194.35,1191.78,1197.33,1190.12,0.3
519,2019-09-20,1193.13,1195.35,1195.86,1186.85,-0.1
520,2019-09-23,1194.04,1194.14,1199.4,1190.49,0.08
521,2019-09-24,1194.53,1195.04,1198.54,1191.99,0.04
522,2019-09-25,1198.82,1195.53,1202.29,1194.38,0.36
523,2019-09-26,1199.46,1199.82,1202.91,1197.52,0.05
524,2019-09-27,1201.99,1200.46,1203.8,1196.86,0.21
525,2019-09-30,1198.09,1202.9,1203.8,1195.3,-0.3
526,2019-10-01,1202.37,1199.09,1204.33,1196.11,0.36
527,2019-10-02,1204.37,1203.37,1207.89,1200.9,0.17
528,2019-10-03,1200.89,1205.37,1206.8,1200.91,-0.2
529,2019-10-04,1191.25,1201.89,1203.18,1191.46,-0.8
530,2019-10-07,1196.33,1192.3,1198.69,1192.19,0.43
531,2019-10-08,1199.02,1197.33,1200.31,1192.1,0.22
532,2019-10-09,1197.5,1200.02,1200.24,1196.07,-0.1
533,2019-10-10,1189.46,1198.5,1201.71,1188.94,-0.6
534,2019-10-11,1182.48,1190.46,1192.62,1177.83,-0.5
535,2019-10-14,1183.7,1182.5,1187.06,1180.52,0.1
536,2019-10-15,1184.79,1184.7,1187.62,1182.31,0.09
537,2019-10-16,1185.51,1184.88,1190.94,1183.64,0.06
538,2019-10-17,1178.6,1186.51,1188.21,1175.23,-0.5
539,2019-10-18,1177.91,1179.07,1182.82,1178.2,-0.0
540,2019-10-21,1172.33,1179.22,1181.05,1168.91,-0.4
541,2019-10-22,1172.09,1172.49,1174.67,1169.22,-0.0
542,2019-10-23,1169.67,1173.07,1176.9,1170.06,-0.2
543,2019-10-24,1175.12,1170.67,1175.87,1167.31,0.47
544,2019-10-25,1171.66,1175.21,1176.18,1171.22,-0.2
545,2019-10-28,1167.61,1171.5,1172.1,1167.54,-0.3
546,2019-10-29,1167.39,1168.62,1170.11,1162.6,-0.0
547,2019-10-30,1164.41,1167.55,1170.84,1164.32,-0.2
548,2019-10-31,1169.24,1165.41,1171.56,1159.17,0.41
549,2019-11-01,1164.67,1170.24,1171.52,1164.01,-0.3
550,2019-11-04,1162.79,1164.8,1164.9,1157.89,-0.1
551,2019-11-05,1155.82,1163.02,1163.3,1153.94,-0.6
552,2019-11-06,1160.41,1156.82,1162.59,1155.35,0.4
553,2019-11-07,1154.31,1161.6,1163.28,1152.73,-0.5
554,2019-11-08,1158.6,1155.31,1159.91,1153.73,0.37
555,2019-11-11,1164.45,1158.7,1167.35,1157.88,0.5
556,2019-11-12,1165.53,1165.46,1166.98,1159.85,0.09
557,2019-11-13,1171.09,1166.53,1174.15,1164.84,0.48
558,2019-11-14,1168.08,1171.48,1173.17,1168.19,-0.2
559,2019-11-15,1162.65,1169.08,1169.9,1163.06,-0.4
560,2019-11-18,1166.23,1163.7,1168.16,1162.19,0.31
561,2019-11-19,1167.35,1167.23,1170.67,1165.31,0.1
562,2019-11-20,1169.82,1168.35,1172.71,1167.33,0.21
563,2019-11-21,1176.45,1170.82,1179.55,1169.8,0.57
564,2019-11-22,1179.33,1176.74,1181.02,1174.97,0.24
565,2019-11-25,1172.9,1180.75,1180.76,1172.68,-0.5
566,2019-11-26,1172.42,1173.9,1179.05,1170.2,-0.0
567,2019-11-27,1175.97,1173.32,1178.86,1172.24,0.3
568,2019-11-28,1178.09,1176.98,1181.04,1175.86,0.18
569,2019-11-29,1180.7,1178.82,1182.76,1177.56,0.22
570,2019-12-02,1184.78,1181.42,1187.3,1177.71,0.35
571,2019-12-03,1189.36,1185.78,1194.02,1183.86,0.39
572,2019-12-04,1191.15,1189.77,1196.2,1188.67,0.15
573,2019-12-05,1187.92,1191.35,1193.38,1187.43,-0.2
574,2019-12-06,1185.51,1188.92,1192.69,1185.54,-0.2
575,2019-12-09,1189.55,1186.01,1192.81,1185.86,0.34
576,2019-12-10,1189.49,1190.54,1194.32,1189.19,-0.0
577,2019-12-11,1188.61,1190.49,1195.58,1189.15,-0.0
578,2019-12-12,1171.89,1189.61,1192.16,1170.51,-1.4
579,2019-12-13,1175.57,1172.89,1179.03,1168.32,0.31
580,2019-12-16,1167.48,1176.8,1177.55,1167.56,-0.6
581,2019-12-17,1163.15,1168.48,1170.6,1162.17,-0.3
582,2019-12-18,1166.57,1164.15,1169.7,1162.46,0.29
583,2019-12-19,1162.27,1166.71,1168.1,1162.31,-0.3
584,2019-12-20,1158.99,1163.27,1165.87,1158.16,-0.2
585,2019-12-23,1163.04,1159.39,1164.9,1159.04,0.35
586,2019-12-24,1162.52,1164.04,1166.1,1160.35,-0.0
587,2019-12-25,1159.76,1163.52,1163.81,1160.71,-0.2
588,2019-12-26,1161.3,1160.76,1163.52,1159.65,0.13
589,2019-12-27,1158.95,1162.33,1162.79,1158.12,-0.2
590,2019-12-30,1156.97,1160.7,1161.03,1154.48,-0.1
591,2019-12-31,1154.07,1157.97,1159.0,1152.94,-0.2
592,2020-01-01,1154.02,1155.07,1155.32,1154.08,-0.0
593,2020-01-02,1157.35,1155.02,1161.15,1153.48,0.29
594,2020-01-03,1164.95,1157.94,1168.83,1155.7,0.66
595,2020-01-06,1166.94,1165.89,1172.99,1165.78,0.17
596,2020-01-07,1167.3,1167.54,1168.82,1163.11,0.03
597,2020-01-08,1162.25,1168.3,1179.67,1160.5,-0.4
598,2020-01-09,1158.72,1162.49,1163.55,1157.41,-0.3
599,2020-01-10,1157.97,1159.73,1164.16,1157.55,-0.0
600,2020-01-13,1153.95,1158.92,1159.57,1153.13,-0.3
601,2020-01-14,1157.2,1154.95,1159.66,1150.3,0.28
602,2020-01-15,1157.91,1158.2,1162.8,1155.85,0.06
603,2020-01-16,1159.73,1158.91,1161.97,1156.5,0.16
604,2020-01-17,1160.44,1160.73,1161.93,1155.97,0.06
605,2020-01-20,1158.61,1161.46,1162.2,1155.87,-0.1
606,2020-01-21,1169.01,1159.61,1170.77,1157.94,0.9
607,2020-01-22,1164.76,1170.01,1170.2,1162.02,-0.3
608,2020-01-23,1168.54,1165.76,1170.77,1164.29,0.32
609,2020-01-24,1169.2,1168.6,1171.06,1166.02,0.06
610,2020-01-27,1176.7,1170.24,1179.71,1170.09,0.64
611,2020-01-28,1175.71,1177.7,1181.88,1174.96,-0.0
612,2020-01-29,1178.68,1176.21,1180.43,1173.73,0.25
613,2020-01-30,1187.64,1179.68,1193.67,1178.22,0.76
614,2020-01-31,1194.97,1188.64,1198.55,1183.88,0.62
615,2020-02-03,1189.79,1195.96,1199.44,1190.17,-0.4
616,2020-02-04,1182.9,1190.81,1194.28,1183.24,-0.5
617,2020-02-05,1183.4,1183.9,1192.9,1180.18,0.04
618,2020-02-06,1185.28,1184.4,1186.77,1177.71,0.16
619,2020-02-07,1191.39,1186.28,1196.29,1184.72,0.52
620,2020-02-10,1187.17,1192.39,1194.5,1185.33,-0.3
621,2020-02-11,1181.25,1188.17,1188.57,1180.42,-0.5
622,2020-02-12,1178.51,1182.29,1184.21,1176.06,-0.2
623,2020-02-13,1183.58,1179.51,1185.02,1178.24,0.43
624,2020-02-14,1182.46,1184.59,1185.85,1180.48,-0.0
625,2020-02-17,1185.25,1183.44,1185.88,1179.19,0.24
626,2020-02-18,1190.95,1185.38,1192.48,1184.28,0.48
627,2020-02-19,1192.5,1191.05,1193.9,1187.5,0.13
628,2020-02-20,1204.71,1193.0,1208.99,1191.42,1.02
629,2020-02-21,1206.91,1205.21,1215.27,1202.94,0.18
630,2020-02-24,1219.08,1206.97,1222.96,1206.97,1.01
631,2020-02-25,1215.54,1219.17,1220.33,1208.84,-0.2
632,2020-02-26,1212.31,1216.04,1220.63,1211.83,-0.2
633,2020-02-27,1212.63,1212.81,1218.82,1206.76,0.03
634,2020-02-28,1200.2,1212.68,1218.56,1199.59,-1.0
635,2020-03-02,1189.61,1200.21,1207.63,1188.56,-0.8
636,2020-03-03,1180.5,1189.71,1196.21,1178.81,-0.7
637,2020-03-04,1184.73,1181.0,1188.98,1181.0,0.36
638,2020-03-05,1188.72,1185.23,1193.08,1179.84,0.34
639,2020-03-06,1188.7,1188.82,1194.72,1184.96,-0.0
640,2020-03-09,1200.88,1188.7,1206.6,1188.6,1.02
641,2020-03-10,1185.6,1200.94,1202.3,1185.03,-1.2
642,2020-03-11,1192.57,1185.75,1197.95,1184.43,0.59
643,2020-03-12,1210.71,1192.71,1214.17,1191.15,1.52
644,2020-03-13,1211.28,1211.21,1226.77,1205.48,0.05
645,2020-03-16,1232.37,1211.7,1233.72,1209.31,1.74
646,2020-03-17,1239.72,1232.87,1247.21,1232.45,0.6
647,2020-03-18,1256.46,1239.76,1269.15,1231.6,1.35
648,2020-03-19,1257.86,1256.5,1292.93,1247.45,0.11
649,2020-03-20,1254.45,1258.36,1264.6,1237.22,-0.2
650,2020-03-23,1272.5,1254.85,1283.05,1254.4,1.44
651,2020-03-24,1233.21,1273.0,1273.04,1232.9,-3.0
652,2020-03-25,1232.0,1234.21,1239.08,1226.07,-0.1
653,2020-03-26,1212.9,1233.0,1235.43,1212.48,-1.5
654,2020-03-27,1212.23,1213.4,1227.29,1205.31,-0.0
655,2020-03-30,1224.21,1212.73,1227.21,1212.18,0.99
656,2020-03-31,1218.3,1224.71,1225.21,1214.28,-0.4
657,2020-04-01,1236.2,1218.8,1239.27,1216.8,1.47
658,2020-04-02,1227.35,1236.7,1243.29,1225.56,-0.7
659,2020-04-03,1235.61,1227.85,1240.65,1224.18,0.67
660,2020-04-06,1224.6,1236.42,1239.51,1223.58,-0.8
661,2020-04-07,1214.93,1224.64,1225.56,1208.79,-0.7
662,2020-04-08,1215.76,1215.43,1223.19,1214.09,0.07
663,2020-04-09,1210.58,1216.26,1222.36,1208.67,-0.4
664,2020-04-10,1211.05,1211.11,1216.1,1206.64,0.04
665,2020-04-13,1215.46,1212.04,1221.7,1211.59,0.36
666,2020-04-14,1212.46,1215.97,1219.45,1211.31,-0.2
667,2020-04-15,1224.68,1212.5,1225.77,1209.61,1.01
668,2020-04-16,1228.94,1224.72,1230.53,1222.94,0.35
669,2020-04-17,1216.13,1228.98,1229.45,1213.95,-1.0
670,2020-04-20,1220.58,1216.26,1222.63,1214.71,0.37
671,2020-04-21,1232.56,1220.62,1241.82,1220.12,0.98
672,2020-04-22,1233.55,1233.53,1237.91,1229.92,0.08
673,2020-04-23,1233.04,1234.05,1237.23,1227.72,-0.0
674,2020-04-24,1230.53,1233.54,1238.24,1229.93,-0.2
675,2020-04-27,1222.05,1230.5,1235.1,1220.81,-0.6
676,2020-04-28,1221.31,1222.64,1227.95,1216.86,-0.0
677,2020-04-29,1210.99,1221.81,1223.45,1210.42,-0.8
678,2020-04-30,1212.94,1211.1,1215.69,1203.52,0.16
679,2020-05-01,1224.89,1213.94,1225.87,1213.1,0.99
680,2020-05-04,1224.14,1224.8,1230.53,1223.36,-0.0
681,2020-05-05,1222.47,1224.18,1224.82,1218.2,-0.1
682,2020-05-06,1228.55,1222.57,1230.03,1220.57,0.5
683,2020-05-07,1219.61,1229.6,1230.06,1217.08,-0.7
684,2020-05-08,1219.65,1220.11,1221.82,1214.51,0.0
685,2020-05-11,1222.91,1219.7,1226.18,1214.18,0.27
686,2020-05-12,1226.64,1223.41,1228.95,1220.19,0.31
687,2020-05-13,1227.37,1226.84,1229.4,1222.17,0.06
688,2020-05-14,1227.03,1227.51,1234.03,1226.12,-0.0
689,2020-05-15,1232.69,1227.53,1235.58,1226.3,0.46
690,2020-05-18,1225.13,1233.09,1235.04,1224.44,-0.6
691,2020-05-19,1225.04,1225.27,1227.55,1221.06,-0.0
692,2020-05-20,1227.26,1225.18,1232.7,1224.17,0.18
693,2020-05-21,1233.19,1227.4,1234.52,1226.44,0.48
694,2020-05-22,1240.59,1233.27,1244.51,1232.81,0.6
695,2020-05-25,1240.45,1240.56,1244.89,1237.61,-0.0
696,2020-05-26,1230.9,1240.95,1242.7,1230.11,-0.7
697,2020-05-27,1238.19,1230.99,1239.51,1230.43,0.59
698,2020-05-28,1237.97,1238.26,1242.59,1233.71,-0.0
699,2020-05-29,1231.49,1238.03,1240.7,1230.18,-0.5
700,2020-06-01,1222.92,1231.47,1232.19,1221.74,-0.7
701,2020-06-02,1219.62,1223.05,1227.33,1216.33,-0.2
702,2020-06-03,1215.79,1220.12,1220.67,1214.12,-0.3
703,2020-06-04,1216.39,1215.95,1220.2,1212.94,0.05
704,2020-06-05,1202.02,1216.54,1218.76,1200.35,-1.1
705,2020-06-08,1195.35,1201.85,1205.88,1193.92,-0.5
706,2020-06-09,1198.4,1195.9,1202.93,1194.99,0.26
707,2020-06-10,1190.67,1198.52,1200.79,1184.24,-0.6
708,2020-06-11,1206.1,1190.79,1208.4,1188.11,1.3
709,2020-06-12,1203.66,1206.2,1210.48,1200.61,-0.2
710,2020-06-15,1208.55,1203.61,1217.13,1203.16,0.41
711,2020-06-16,1211.79,1208.65,1215.22,1204.09,0.27
712,2020-06-17,1215.41,1212.29,1219.26,1210.35,0.3
713,2020-06-18,1212.5,1215.53,1218.09,1207.76,-0.2
714,2020-06-19,1211.83,1212.6,1214.16,1205.62,-0.0
715,2020-06-22,1209.41,1211.89,1216.35,1208.77,-0.2
716,2020-06-23,1207.46,1209.53,1216.4,1205.47,-0.1
717,2020-06-24,1206.08,1208.45,1208.87,1198.71,-0.1
718,2020-06-25,1202.21,1206.2,1209.08,1200.91,-0.3
719,2020-06-26,1203.8,1202.36,1204.83,1197.0,0.13
720,2020-06-29,1199.16,1203.63,1205.96,1197.46,-0.3
721,2020-06-30,1199.28,1199.66,1204.68,1195.09,0.01
722,2020-07-01,1201.51,1199.44,1205.05,1197.92,0.19
723,2020-07-02,1198.75,1201.67,1204.15,1196.68,-0.2
724,2020-07-03,1198.93,1199.25,1202.47,1197.77,0.02
725,2020-07-06,1191.92,1199.66,1200.1,1191.11,-0.5
726,2020-07-07,1196.75,1192.04,1197.78,1189.23,0.41
727,2020-07-08,1192.05,1196.84,1199.53,1192.08,-0.3
728,2020-07-09,1196.98,1192.68,1199.13,1191.04,0.41
729,2020-07-10,1200.42,1197.06,1206.03,1196.18,0.29
730,2020-07-13,1203.37,1200.52,1204.48,1198.69,0.25
731,2020-07-14,1204.89,1203.87,1208.74,1203.07,0.13
732,2020-07-15,1200.5,1205.01,1205.49,1198.81,-0.3
733,2020-07-16,1205.11,1201.0,1207.6,1200.08,0.38
734,2020-07-17,1203.44,1205.23,1207.35,1202.92,-0.1
735,2020-07-20,1200.9,1203.53,1206.93,1200.46,-0.2
736,2020-07-21,1193.92,1201.02,1202.02,1192.34,-0.5
737,2020-07-22,1197.22,1194.03,1199.91,1192.29,0.28
738,2020-07-23,1201.45,1197.38,1203.85,1195.58,0.35
739,2020-07-24,1201.5,1201.95,1204.59,1198.71,0.0
740,2020-07-27,1195.57,1201.49,1202.32,1194.12,-0.4
741,2020-07-28,1199.46,1196.07,1202.16,1190.1,0.33
742,2020-07-29,1189.79,1199.54,1200.05,1189.76,-0.8
743,2020-07-30,1189.62,1190.04,1198.22,1187.59,-0.0
744,2020-07-31,1193.59,1189.73,1196.11,1186.27,0.33
745,2020-08-03,1192.59,1194.1,1196.79,1191.31,-0.0
746,2020-08-04,1193.2,1192.7,1197.12,1191.18,0.05
747,2020-08-05,1186.05,1193.32,1193.81,1183.31,-0.6
748,2020-08-06,1183.5,1186.24,1187.47,1182.51,-0.2
749,2020-08-07,1188.68,1184.0,1191.28,1183.07,0.44
750,2020-08-10,1185.58,1189.19,1189.64,1183.9,-0.2
751,2020-08-11,1185.62,1186.08,1187.97,1181.69,0.0
752,2020-08-12,1183.23,1186.12,1187.77,1182.33,-0.2
753,2020-08-13,1184.92,1183.74,1186.32,1181.24,0.14
754,2020-08-14,1186.94,1185.15,1188.06,1183.92,0.17
755,2020-08-17,1183.19,1185.9,1187.27,1183.63,-0.3
756,2020-08-18,1182.7,1184.14,1186.7,1182.89,-0.0
757,2020-08-19,1181.74,1183.79,1184.57,1176.04,-0.0
758,2020-08-20,1185.24,1182.24,1190.91,1181.53,0.3
759,2020-08-21,1191.72,1185.36,1193.51,1183.1,0.55
760,2020-08-24,1188.66,1192.12,1193.03,1186.47,-0.2
761,2020-08-25,1187.35,1189.04,1190.22,1184.7,-0.1
762,2020-08-26,1184.39,1187.48,1188.94,1184.16,-0.2
763,2020-08-27,1187.44,1184.79,1188.51,1182.82,0.26
764,2020-08-28,1180.48,1187.56,1188.29,1180.03,-0.5
765,2020-08-31,1187.94,1180.51,1188.87,1178.91,0.63
766,2020-09-01,1185.45,1188.07,1188.69,1181.68,-0.2
767,2020-09-02,1189.13,1185.58,1191.71,1184.18,0.31
768,2020-09-03,1191.48,1189.63,1192.56,1185.47,0.2
769,2020-09-04,1187.3,1191.73,1193.21,1186.94,-0.3
770,2020-09-07,1187.27,1187.33,1189.67,1185.85,-0.0
771,2020-09-08,1190.1,1187.77,1190.87,1185.8,0.24
772,2020-09-09,1184.79,1190.23,1191.79,1184.05,-0.4
773,2020-09-10,1188.11,1184.92,1188.73,1183.88,0.28
774,2020-09-11,1187.89,1188.21,1190.27,1185.6,-0.0
775,2020-09-14,1181.51,1187.99,1188.86,1180.21,-0.5
776,2020-09-15,1179.76,1181.89,1183.53,1176.74,-0.1
777,2020-09-16,1172.88,1180.26,1181.93,1169.9,-0.5
778,2020-09-17,1169.2,1172.97,1178.18,1168.43,-0.3
779,2020-09-18,1164.81,1169.7,1170.78,1159.4,-0.3
780,2020-09-21,1163.61,1165.0,1168.31,1156.46,-0.1
781,2020-09-22,1163.61,1164.84,1166.03,1158.93,0.0
782,2020-09-23,1170.65,1163.65,1172.46,1160.69,0.61
783,2020-09-24,1169.1,1170.78,1176.31,1167.08,-0.1
784,2020-09-25,1174.32,1169.6,1178.03,1168.35,0.45
785,2020-09-28,1166.85,1174.44,1175.23,1166.81,-0.6
786,2020-09-29,1168.73,1167.35,1171.6,1166.38,0.16
787,2020-09-30,1164.65,1168.82,1171.58,1163.73,-0.3
788,2020-10-01,1162.83,1164.75,1165.84,1160.7,-0.1
789,2020-10-02,1166.26,1162.93,1168.28,1162.18,0.29
790,2020-10-05,1157.12,1166.35,1167.33,1156.59,-0.7
791,2020-10-06,1164.37,1157.29,1166.07,1156.42,0.63
792,2020-10-07,1157.26,1164.87,1166.56,1156.14,-0.6
793,2020-10-08,1151.11,1157.38,1159.31,1150.43,-0.5
794,2020-10-09,1143.52,1151.22,1151.87,1141.86,-0.6
795,2020-10-12,1147.79,1143.65,1152.14,1143.11,0.37
796,2020-10-13,1148.3,1148.29,1151.93,1144.46,0.04
797,2020-10-14,1147.14,1148.8,1150.0,1142.28,-0.1
798,2020-10-15,1145.14,1147.2,1149.46,1141.53,-0.1
799,2020-10-16,1142.13,1145.23,1148.14,1140.73,-0.2
800,2020-10-19,1140.06,1142.21,1143.96,1137.26,-0.1
801,2020-10-20,1138.39,1140.63,1141.88,1137.25,-0.1
802,2020-10-21,1132.54,1138.77,1140.1,1130.61,-0.5
803,2020-10-22,1134.74,1133.07,1137.55,1131.96,0.19
804,2020-10-23,1127.95,1135.14,1136.94,1126.23,-0.6
805,2020-10-26,1132.44,1128.45,1134.16,1127.06,0.4
806,2020-10-27,1129.21,1132.51,1133.43,1124.69,-0.2
807,2020-10-28,1134.93,1129.28,1138.97,1126.57,0.51
808,2020-10-29,1130.06,1135.14,1136.08,1130.19,-0.4
809,2020-10-30,1136.49,1130.56,1139.16,1126.23,0.57
810,2020-11-02,1132.95,1136.6,1137.6,1132.59,-0.3
811,2020-11-03,1131.32,1133.1,1137.16,1129.79,-0.1
812,2020-11-04,1127.65,1131.39,1147.82,1125.47,-0.3
813,2020-11-05,1122.88,1129.66,1134.41,1121.6,-0.4
814,2020-11-06,1121.4,1123.38,1127.18,1118.45,-0.1
815,2020-11-09,1119.06,1121.91,1122.35,1110.42,-0.2
816,2020-11-10,1117.07,1119.45,1120.29,1113.6,-0.1
817,2020-11-11,1112.39,1117.2,1118.13,1108.93,-0.4
818,2020-11-12,1114.86,1112.49,1116.31,1110.46,0.22
819,2020-11-13,1107.62,1115.03,1117.12,1107.03,-0.6
820,2020-11-16,1107.04,1108.25,1110.56,1105.09,-0.0
821,2020-11-17,1105.38,1107.16,1108.39,1103.98,-0.1
822,2020-11-18,1106.17,1105.79,1107.84,1101.61,0.07
823,2020-11-19,1113.59,1106.67,1119.09,1106.08,0.67
824,2020-11-20,1114.95,1114.09,1117.87,1112.31,0.12
825,2020-11-23,1113.51,1115.08,1116.82,1109.91,-0.1
826,2020-11-24,1110.24,1114.01,1114.68,1108.08,-0.2
827,2020-11-25,1106.21,1110.64,1111.51,1104.69,-0.3
828,2020-11-26,1105.57,1106.33,1108.77,1103.13,-0.0
829,2020-11-27,1104.43,1106.07,1107.47,1102.43,-0.1
830,2020-11-30,1109.32,1105.02,1110.34,1103.2,0.44
831,2020-12-01,1105.73,1109.82,1110.35,1105.2,-0.3
