date,open,high,low,close,volume
2020-04-15,274.0,276.0,261.0,264.0,2056793.34966383
2020-04-16,263.0,264.0,246.0,259.0,3824818.66526802
2020-04-17,258.0,259.0,246.0,252.0,4052647.19577943
2020-04-18,252.0,318.0,250.0,296.0,41452268.53043478
2020-04-19,296.0,314.0,285.0,297.0,20336263.21473723
2020-04-20,297.0,301.0,275.0,275.0,11851406.55478934
2020-04-21,276.0,285.0,255.0,259.0,5731485.96862239
2020-04-22,259.0,289.0,255.0,279.0,12001240.33393567
2020-04-23,279.0,300.0,266.0,273.0,15077526.63723119
2020-04-24,272.0,278.0,266.0,273.0,7714636.20978659
2020-04-25,272.0,273.0,266.0,268.0,3244781.09152143
2020-04-26,268.0,272.0,264.0,270.0,4295852.49737473
2020-04-27,269.0,270.0,261.0,264.0,3005554.40342528
2020-04-28,264.0,265.0,254.0,258.0,2562324.86924895
2020-04-29,258.0,270.0,257.0,265.0,8013565.63380467
2020-04-30,264.0,282.0,257.0,265.0,16276114.55553864
2020-05-01,265.0,285.0,263.0,276.0,11309054.249585
2020-05-02,276.0,282.0,269.0,278.0,4689724.49012078
2020-05-03,278.0,280.0,261.0,270.0,4984149.83147617
2020-05-04,270.0,272.0,258.0,268.0,4082880.71832886
2020-05-05,267.0,268.0,261.0,267.0,2326833.98625351
2020-05-06,268.0,322.0,262.0,283.0,31418567.26754573
2020-05-07,282.0,283.0,266.0,273.0,8489020.20302637
2020-05-08,272.0,277.0,265.0,269.0,6731969.51162988
2020-05-09,269.0,272.0,266.0,269.0,3321351.94057179
2020-05-10,269.0,269.0,233.0,238.0,8158385.81070165
2020-05-11,238.0,244.0,209.0,220.0,5019584.70109912
2020-05-12,220.0,236.0,219.0,228.0,5186022.96128372
2020-05-13,234.0,246.0,228.0,239.0,8562317.36124699
2020-05-14,240.0,241.0,231.0,236.0,3356988.23860861
2020-05-15,236.0,238.0,225.0,230.0,2644755.7471757
2020-05-16,230.0,235.0,226.0,230.0,3783919.52142982
2020-05-17,230.0,242.0,228.0,233.0,5140532.28563759
2020-05-18,234.0,255.0,231.0,248.0,11896890.36750875
2020-05-19,248.0,257.0,239.0,246.0,9231839.99080099
2020-05-20,246.0,251.0,233.0,242.0,8566198.91190723
2020-05-21,241.0,248.0,227.0,237.0,10231264.72270925
2020-05-22,236.0,246.0,230.0,246.0,5968619.29773252
2020-05-23,245.0,286.0,243.0,258.0,34937794.68057756
2020-05-24,258.0,258.0,243.0,245.0,11043077.2806615
2020-05-25,245.0,258.0,242.0,254.0,16000856.79924224
2020-05-26,254.0,274.0,253.0,272.0,17067988.27298269
2020-05-27,272.0,273.0,250.0,259.0,9056025.92533036
2020-05-28,260.0,262.0,252.0,258.0,4597228.75865393
2020-05-29,258.0,265.0,248.0,258.0,7193593.61466891
2020-05-30,257.0,259.0,253.0,257.0,4146835.66778152
2020-05-31,258.0,267.0,254.0,255.0,9153368.92445992
2020-06-01,256.0,262.0,253.0,259.0,4882296.85236056
2020-06-02,259.0,265.0,236.0,254.0,10552061.43516504
2020-06-03,254.0,261.0,250.0,259.0,4952846.91558227
2020-06-04,260.0,265.0,253.0,263.0,6716185.11617592
2020-06-05,264.0,282.0,259.0,277.0,14962753.969369
2020-06-06,276.0,281.0,267.0,278.0,6572622.47449899
2020-06-07,278.0,283.0,260.0,274.0,10465108.3719737
2020-06-08,274.0,276.0,266.0,270.0,4006823.09782559
2020-06-09,271.0,275.0,266.0,270.0,5649688.2980034
2020-06-10,269.0,272.0,264.0,269.0,4257720.77655019
2020-06-11,270.0,280.0,238.0,241.0,12524721.84127589
2020-06-12,241.0,264.0,238.0,254.0,9470702.5421659
2020-06-13,254.0,260.0,249.0,254.0,4542769.26875775
2020-06-14,255.0,262.0,243.0,249.0,6095990.97997197
2020-06-15,249.0,257.0,228.0,245.0,12455431.60236947
2020-06-16,244.0,248.0,239.0,247.0,4147418.32972747
2020-06-17,247.0,258.0,243.0,249.0,8424611.30051111
2020-06-18,249.0,256.0,245.0,251.0,6509964.68175366
2020-06-19,251.0,263.0,238.0,256.0,13086577.9543871
2020-06-20,257.0,263.0,251.0,261.0,7529541.60336172
2020-06-21,261.0,269.0,257.0,265.0,10609005.7410979
2020-06-22,266.0,272.0,263.0,266.0,7113380.71418002
2020-06-23,266.0,268.0,258.0,260.0,4048865.99588078
2020-06-24,260.0,261.0,244.0,249.0,7090745.61952887
2020-06-25,248.0,249.0,234.0,242.0,6399986.11421054
2020-06-26,242.0,250.0,235.0,241.0,3703960.85017196
2020-06-27,241.0,242.0,227.0,231.0,2973658.2825182
2020-06-28,232.0,237.0,220.0,232.0,5186484.3071516
2020-06-29,233.0,242.0,225.0,233.0,6513147.48805164
2020-06-30,232.0,238.0,226.0,237.0,3719534.42470826
2020-07-01,237.0,238.0,231.0,238.0,3432790.70889928
2020-07-02,238.0,238.0,225.0,229.0,4321183.04284088
2020-07-03,230.0,235.0,228.0,229.0,4833901.39461145
2020-07-04,230.0,240.0,228.0,232.0,5427992.7017768
2020-07-05,234.0,234.0,227.0,229.0,2585875.25408668
2020-07-06,229.0,235.0,226.0,232.0,4898991.06173416
2020-07-07,232.0,236.0,229.0,235.0,3630141.25337554
2020-07-08,234.0,255.0,230.0,241.0,19141680.54106293
2020-07-09,242.0,245.0,232.0,235.0,7523781.96664245
2020-07-10,235.0,238.0,232.0,238.0,4240463.5586623
2020-07-11,237.0,241.0,236.0,237.0,3939360.42118643
2020-07-12,237.0,239.0,234.0,238.0,3092310.77962128
2020-07-13,237.0,240.0,234.0,236.0,3639062.5399081
2020-07-14,234.0,236.0,229.0,233.0,3441168.75066194
2020-07-15,232.0,235.0,229.0,232.0,2454853.48471946
2020-07-16,233.0,237.0,223.0,228.0,6892262.90521493
2020-07-17,227.0,232.0,226.0,230.0,3934863.47892008
2020-07-18,230.0,233.0,225.0,233.0,3699793.57138095
2020-07-19,233.0,235.0,228.0,234.0,4250277.10492813
2020-07-20,234.0,239.0,231.0,234.0,6459534.78091443
2020-07-21,234.0,236.0,230.0,234.0,7006429.24062229
2020-07-22,234.0,238.0,232.0,237.0,6699121.26962402
2020-07-23,236.0,238.0,230.0,233.0,7778312.26571279
2020-07-24,232.0,234.0,228.0,232.0,4860048.5296599
2020-07-25,232.0,236.0,230.0,233.0,2942147.0432384
2020-07-26,233.0,234.0,226.0,229.0,5177420.39404383
2020-07-27,228.0,245.0,226.0,234.0,19669896.53856717
2020-07-28,233.0,247.0,231.0,245.0,21812318.92508157
2020-07-29,245.0,291.0,240.0,279.0,52356279.4638418
2020-07-30,280.0,289.0,244.0,251.0,26539020.45869103
2020-07-31,251.0,256.0,245.0,249.0,13583634.94023522
2020-08-01,249.0,258.0,246.0,252.0,14837075.32001522
2020-08-02,252.0,254.0,233.0,237.0,15702598.98392525
2020-08-03,236.0,248.0,235.0,244.0,10695466.36314583
2020-08-04,244.0,258.0,237.0,248.0,13945720.52525651
2020-08-05,248.0,251.0,243.0,247.0,7594457.40307006
2020-08-06,247.0,251.0,240.0,245.0,10580094.25836248
2020-08-07,245.0,247.0,235.0,240.0,7121621.03201508
2020-08-08,240.0,247.0,239.0,243.0,7686372.27412685
2020-08-09,243.0,246.0,239.0,243.0,7657520.85544814
2020-08-10,243.0,258.0,242.0,256.0,13856937.45192826
2020-08-11,257.0,266.0,247.0,263.0,14970093.67909244
2020-08-12,264.0,265.0,242.0,258.0,21587796.63159171
2020-08-13,259.0,285.0,256.0,270.0,33588108.21429508
2020-08-14,270.0,270.0,259.0,267.0,10112936.66949497
2020-08-15,267.0,267.0,258.0,262.0,6677744.25219144
2020-08-16,262.0,265.0,257.0,265.0,6461155.08488726
2020-08-17,264.0,270.0,260.0,267.0,9106412.98141779
2020-08-18,266.0,274.0,251.0,259.0,13003615.17108823
2020-08-19,258.0,262.0,242.0,249.0,11934001.33116358
2020-08-20,250.0,260.0,249.0,259.0,10662562.30176532
2020-08-21,259.0,273.0,258.0,259.0,16523779.47925632
2020-08-22,260.0,263.0,245.0,258.0,8042831.03736315
2020-08-23,258.0,274.0,258.0,271.0,12205440.27948732
2020-08-24,271.0,314.0,266.0,306.0,26282754.66927327
2020-08-25,306.0,341.0,295.0,324.0,54963334.21207067
2020-08-26,323.0,343.0,303.0,340.0,20030240.59432481
2020-08-27,338.0,347.0,266.0,272.0,122285898.43708971
2020-08-28,272.0,275.0,253.0,264.0,30624670.25293726
2020-08-29,265.0,265.0,254.0,259.0,17572450.0595112
2020-08-30,259.0,259.0,252.0,254.0,15100697.86434999
2020-08-31,254.0,258.0,247.0,250.0,15005732.80868708
2020-09-01,250.0,250.0,242.0,243.0,14322688.22035751
2020-09-02,243.0,245.0,221.0,234.0,18325040.42826295
2020-09-03,233.0,251.0,219.0,220.0,29834528.31432604
2020-09-04,220.0,229.0,210.0,222.0,12709837.39179529
2020-09-05,220.0,224.0,196.0,200.0,12122462.42889508
2020-09-06,199.0,216.0,198.0,206.0,20887878.41403995
2020-09-07,205.0,211.0,188.0,202.0,9436873.4532889
2020-09-08,203.0,207.0,190.0,198.0,7415153.31686644
2020-09-09,199.0,207.0,196.0,206.0,4939022.93600016
2020-09-10,204.0,221.0,204.0,216.0,9584836.79665887
2020-09-11,216.0,218.0,206.0,211.0,4516332.2421398
2020-09-12,211.0,212.0,206.0,211.0,5002043.94803152
2020-09-13,211.0,212.0,199.0,202.0,5114602.36740806
2020-09-14,202.0,206.0,200.0,205.0,4438792.75560123
2020-09-15,206.0,210.0,199.0,201.0,6388400.33087407
2020-09-16,201.0,201.0,185.0,192.0,6154759.767944
2020-09-17,191.0,195.0,188.0,191.0,3785131.63491312
2020-09-18,191.0,218.0,188.0,196.0,14525459.76540738
2020-09-19,196.0,200.0,194.0,196.0,3737117.03658793
2020-09-20,196.0,197.0,187.0,190.0,4217997.9353772
2020-09-21,188.0,194.0,172.0,178.0,9648638.17140461
2020-09-22,177.0,180.0,164.0,176.0,5695504.66291411
2020-09-23,175.0,177.0,160.0,163.0,5884605.55114773
2020-09-24,161.0,172.0,157.0,170.0,7187987.14833953
2020-09-25,171.0,174.0,163.0,172.0,4176178.80642714
2020-09-26,173.0,174.0,169.0,173.0,3093387.96802287
2020-09-27,172.0,185.0,168.0,174.0,5810315.65859553
2020-09-28,174.0,177.0,170.0,173.0,3488074.38938896
2020-09-29,172.0,177.0,170.0,177.0,3462355.08590432
2020-09-30,177.0,181.0,171.0,175.0,2867465.11592339
2020-10-01,176.0,178.0,169.0,172.0,2319009.90826115
2020-10-02,172.0,175.0,164.0,169.0,2337688.76356947
2020-10-03,169.0,171.0,166.0,169.0,838807.5103146
2020-10-04,169.0,171.0,166.0,168.0,1184712.56687236
2020-10-05,168.0,169.0,164.0,169.0,1641648.79901005
2020-10-06,169.0,169.0,160.0,164.0,2460309.89973374
2020-10-07,164.0,164.0,157.0,163.0,1652090.82698623
2020-10-08,163.0,185.0,159.0,170.0,8066324.12463557
2020-10-09,170.0,185.0,169.0,177.0,13039946.70238198
2020-10-10,179.0,185.0,175.0,178.0,7533732.49742322
2020-10-11,179.0,181.0,175.0,176.0,3787242.9277629
2020-10-12,176.0,187.0,174.0,181.0,9068586.15311367
2020-10-13,181.0,182.0,177.0,178.0,3307492.15750037
2020-10-14,178.0,181.0,175.0,179.0,2495865.18433983
2020-10-15,178.0,192.0,176.0,191.0,10894885.34297939
2020-10-16,191.0,193.0,178.0,187.0,7403462.71043687
2020-10-17,187.0,188.0,183.0,185.0,3075560.01209353
2020-10-18,185.0,185.0,180.0,182.0,2592063.06580721
2020-10-19,182.0,183.0,176.0,176.0,3025936.80999378
2020-10-20,176.0,177.0,162.0,164.0,4795901.08348252
2020-10-21,164.0,170.0,164.0,169.0,2585443.61464848
2020-10-22,169.0,176.0,168.0,173.0,3604702.57599757
2020-10-23,173.0,179.0,170.0,174.0,6355444.89643536
2020-10-24,174.0,179.0,171.0,175.0,2947557.7449366
2020-10-25,174.0,175.0,169.0,170.0,1291873.62783092
2020-10-26,171.0,173.0,163.0,165.0,2557835.11975143
2020-10-27,165.0,169.0,162.0,165.0,1932184.03158435
2020-10-28,164.0,167.0,160.0,165.0,2585621.6594754
2020-10-29,164.0,204.0,162.0,184.0,75167901.4578081
2020-10-30,184.0,202.0,161.0,171.0,41302478.99041788
2020-10-31,171.0,175.0,162.0,168.0,5141681.18411164
2020-11-01,168.0,181.0,166.0,173.0,5755748.02993737
2020-11-02,174.0,179.0,167.0,170.0,8237623.50557773
2020-11-03,171.0,172.0,166.0,167.0,3469154.44075672
2020-11-04,168.0,174.0,163.0,167.0,3634092.35906064
2020-11-05,167.0,173.0,165.0,167.0,3700048.89538416
2020-11-06,168.0,176.0,166.0,174.0,7815572.83581588
2020-11-07,174.0,180.0,170.0,172.0,7664113.02104746
2020-11-08,172.0,177.0,170.0,174.0,2758404.51809456
2020-11-09,173.0,174.0,170.0,174.0,2044775.8973332
2020-11-10,174.0,175.0,171.0,174.0,2740960.70201853
2020-11-11,174.0,182.0,172.0,176.0,5816279.96512351
2020-11-12,177.0,181.0,172.0,177.0,4426968.54865003
2020-11-13,177.0,181.0,174.0,180.0,3551507.09561824
2020-11-14,180.0,182.0,175.0,178.0,2553541.71613458
2020-11-15,178.0,178.0,173.0,173.0,1800458.94356249
2020-11-16,173.0,177.0,172.0,177.0,2214615.61384934
2020-11-17,176.0,179.0,171.0,173.0,3581517.61239124
2020-11-18,173.0,175.0,161.0,169.0,5858343.31466297
2020-11-19,169.0,172.0,165.0,166.0,2431318.07531837
2020-11-20,166.0,169.0,165.0,169.0,2441067.53462776
2020-11-21,168.0,174.0,167.0,171.0,4157617.98663466
2020-11-22,172.0,178.0,166.0,174.0,6368389.30389662
2020-11-23,173.0,176.0,169.0,174.0,4174276.79425508
2020-11-24,174.0,183.0,170.0,179.0,10041776.70749894
2020-11-25,179.0,200.0,174.0,191.0,12774107.1332864
2020-11-26,191.0,198.0,164.0,170.0,22642746.67767744
2020-11-27,171.0,177.0,165.0,171.0,5722214.26178926
2020-11-28,171.0,174.0,167.0,171.0,3107254.78117658
2020-11-29,171.0,174.0,170.0,171.0,2777632.01223593
2020-11-30,171.0,173.0,167.0,173.0,4244977.73824587
2020-12-01,172.0,184.0,168.0,178.0,14632022.02894533
2020-12-02,177.0,199.0,173.0,184.0,30655332.45710556
2020-12-03,184.0,191.0,176.0,180.0,8798999.20373649
2020-12-04,180.0,185.0,172.0,174.0,5982746.54589174
2020-12-05,173.0,177.0,172.0,176.0,3064753.78062757
2020-12-06,176.0,178.0,173.0,176.0,2622889.58792401
2020-12-07,176.0,189.0,175.0,188.0,9116757.44770088
2020-12-08,187.0,190.0,172.0,175.0,9918426.12523844
2020-12-09,174.0,178.0,168.0,174.0,5050598.53392201
2020-12-10,176.0,176.0,170.0,172.0,2016409.44298163
2020-12-11,173.0,173.0,166.0,168.0,2309945.01710805
2020-12-12,168.0,175.0,168.0,172.0,1579530.14616201
2020-12-13,172.0,174.0,170.0,173.0,1266632.37222789
2020-12-14,173.0,184.0,170.0,180.0,3449312.01748095
2020-12-15,180.0,218.0,177.0,195.0,109380076.5149067
2020-12-16,194.0,195.0,179.0,186.0,34640492.67198067
2020-12-17,186.0,189.0,180.0,185.0,16226006.1518566
2020-12-18,184.0,205.0,183.0,196.0,45895258.58430648
2020-12-19,196.0,213.0,191.0,205.0,18857157.58985231
2020-12-20,205.0,205.0,195.0,199.0,8320022.21036125
2020-12-21,199.0,206.0,180.0,188.0,17626839.77627509
2020-12-22,190.0,198.0,181.0,193.0,21564662.21334627
2020-12-23,192.0,192.0,166.0,171.0,16126991.13899557
2020-12-24,170.0,182.0,169.0,181.0,8783348.62160935
2020-12-25,181.0,185.0,171.0,177.0,7045527.03291927
2020-12-26,177.0,181.0,174.0,178.0,5272332.67546589
2020-12-27,178.0,187.0,171.0,178.0,15366578.8533251
2020-12-28,178.0,186.0,163.0,171.0,30458049.77197162
2020-12-29,171.0,172.0,158.0,164.0,12392821.71352534
2020-12-30,164.0,167.0,156.0,161.0,6583751.18126153
2020-12-31,161.0,164.0,158.0,161.0,4049916.82989414
2021-01-01,162.0,169.0,161.0,166.0,9528908.1736803
2021-01-02,165.0,165.0,160.0,163.0,6723749.62513712
2021-01-03,162.0,163.0,157.0,163.0,9757609.63094381
2021-01-04,162.0,167.0,154.0,160.0,13823454.9170539
2021-01-05,160.0,163.0,157.0,162.0,5980937.17735895
2021-01-06,162.0,168.0,159.0,165.0,12474280.65054728
2021-01-07,165.0,170.0,160.0,167.0,16566419.41856634
2021-01-08,167.0,179.0,159.0,175.0,21661810.76388364
2021-01-09,175.0,185.0,169.0,179.0,20545068.48084489
2021-01-10,180.0,189.0,165.0,171.0,22844541.86639872
2021-01-11,171.0,173.0,156.0,161.0,14842400.55625795
2021-01-12,162.0,174.0,158.0,164.0,14378379.13742359
2021-01-13,164.0,168.0,160.0,167.0,4397172.33091089
2021-01-14,168.0,176.0,166.0,170.0,19000206.43654148
2021-01-15,170.0,171.0,162.0,168.0,7403522.67901608
2021-01-16,168.0,174.0,167.0,172.0,8538133.23571641
2021-01-17,172.0,182.0,164.0,172.0,17288452.04589889
2021-01-18,171.0,172.0,165.0,172.0,8958370.67002948
2021-01-19,172.0,176.0,167.0,175.0,8237969.6225501
2021-01-20,175.0,175.0,167.0,173.0,8173576.56470582
2021-01-21,173.0,177.0,160.0,161.0,16953879.49199309
2021-01-22,162.0,170.0,152.0,164.0,25665746.72329229
2021-01-23,164.0,167.0,159.0,162.0,9138269.75109019
2021-01-24,162.0,164.0,161.0,163.0,4846551.66913407
2021-01-25,163.0,166.0,161.0,162.0,5775226.20550699
2021-01-26,163.0,163.0,159.0,162.0,3827935.01744121
2021-01-27,162.0,164.0,156.0,158.0,6269004.82580948
2021-01-28,158.0,163.0,157.0,161.0,6610944.14119818
2021-01-29,161.0,162.0,159.0,161.0,6902558.22105101
2021-01-30,161.0,162.0,158.0,159.0,4485328.55901238
2021-01-31,159.0,162.0,158.0,161.0,5028967.04280729
2021-02-01,161.0,162.0,156.0,159.0,6894058.2251775
2021-02-02,159.0,162.0,157.0,161.0,5206285.57379983
2021-02-03,160.0,169.0,159.0,165.0,14149991.44077769
2021-02-04,165.0,167.0,158.0,165.0,12338773.57371658
2021-02-05,164.0,175.0,163.0,172.0,21504191.84389159
2021-02-06,172.0,182.0,166.0,173.0,40546156.3567212
2021-02-07,173.0,174.0,163.0,169.0,15319058.21633191
2021-02-08,168.0,171.0,166.0,170.0,8858630.19434902
2021-02-09,170.0,181.0,168.0,176.0,24133631.4353413
2021-02-10,177.0,183.0,169.0,179.0,31537090.00115211
2021-02-11,178.0,189.0,175.0,188.0,25944329.59074141
2021-02-12,188.0,204.0,184.0,195.0,60807534.96425379
2021-02-13,195.0,217.0,188.0,209.0,91192749.60483333
2021-02-14,209.0,216.0,194.0,205.0,56729902.07040475
2021-02-15,205.0,206.0,182.0,196.0,46785531.77893211
2021-02-16,196.0,219.0,191.0,216.0,38106530.49326474
2021-02-17,216.0,455.0,208.0,356.0,956137135.4750776
2021-02-18,356.0,648.0,290.0,417.0,296791394.9385575
2021-02-19,417.0,475.0,335.0,403.0,139082904.7655623
2021-02-20,403.0,453.0,366.0,400.0,127779480.8947724
2021-02-21,400.0,439.0,385.0,421.0,54642974.45542129
2021-02-22,419.0,438.0,309.0,364.0,89026304.1128216
2021-02-23,363.0,400.0,223.0,293.0,144070427.0814575
2021-02-24,293.0,319.0,265.0,304.0,60632732.28929
2021-02-25,305.0,398.0,303.0,318.0,203773102.1302841
2021-02-26,319.0,374.0,300.0,345.0,73999067.6346604
2021-02-27,346.0,405.0,338.0,371.0,112958711.1058744
2021-02-28,371.0,371.0,296.0,323.0,44405671.84622332
2021-03-01,323.0,346.0,319.0,343.0,25116013.7549322
2021-03-02,343.0,350.0,324.0,344.0,30906494.66287075
2021-03-03,343.0,430.0,343.0,420.0,276038037.7604205
2021-03-04,419.0,498.0,391.0,460.0,210410355.13005227
2021-03-05,459.0,841.0,456.0,593.0,1155330470.1740327
2021-03-06,593.0,635.0,536.0,565.0,160575400.23544374
2021-03-07,565.0,585.0,543.0,584.0,55376141.02323438
2021-03-08,583.0,649.0,554.0,628.0,79246494.78036918
2021-03-09,637.0,704.0,612.0,657.0,88607079.30407412
2021-03-10,657.0,657.0,575.0,627.0,47497527.49027929
2021-03-11,627.0,834.0,626.0,714.0,267115541.48879036
2021-03-12,714.0,818.0,701.0,761.0,106828351.1317461
2021-03-13,761.0,841.0,684.0,764.0,79198043.83856232
2021-03-14,762.0,809.0,710.0,773.0,55141582.48204654
2021-03-15,773.0,949.0,718.0,918.0,163338952.17766544
2021-03-16,919.0,1035.0,808.0,990.0,94811770.34653437
2021-03-17,990.0,991.0,720.0,930.0,63251463.81517717
2021-03-18,927.0,945.0,851.0,906.0,35589227.44027901
2021-03-19,908.0,1045.0,876.0,1015.0,84349439.79727326
2021-03-20,1020.0,1150.0,856.0,908.0,53472071.82849557
2021-03-21,909.0,1015.0,900.0,987.0,44947325.38179635
2021-03-22,985.0,1800.0,944.0,1640.0,615244844.6639969
2021-03-23,1635.0,1950.0,1260.0,1825.0,184703410.6297514
2021-03-24,1825.0,1970.0,1510.0,1570.0,130535200.46370324
2021-03-25,1565.0,1695.0,1385.0,1540.0,59139136.81229192
2021-03-26,1535.0,1655.0,1455.0,1605.0,46127777.24850639
2021-03-27,1605.0,1625.0,1515.0,1610.0,23092292.07304118
2021-03-28,1610.0,1685.0,1545.0,1665.0,36504397.64794734
2021-03-29,1665.0,1745.0,1605.0,1720.0,35194928.43452004
2021-03-30,1725.0,2350.0,1715.0,2055.0,195504368.46439266
2021-03-31,2055.0,2560.0,1880.0,2420.0,101683589.30569763
2021-04-01,2420.0,3210.0,2400.0,3045.0,111785137.2395961
2021-04-02,3050.0,4870.0,2800.0,3910.0,190712516.64714897
2021-04-03,3910.0,4945.0,3455.0,4160.0,114581551.8475345
2021-04-04,4160.0,4390.0,3870.0,4335.0,41152486.05063652
2021-04-05,4335.0,4340.0,3275.0,3500.0,50246372.76518065
2021-04-06,3485.0,3975.0,3005.0,3565.0,59548118.60783709
2021-04-07,3560.0,3565.0,1835.0,2625.0,106832258.03995615
2021-04-08,2630.0,3500.0,2585.0,3430.0,93598830.60370152
2021-04-09,3430.0,3585.0,3105.0,3570.0,39925584.87477141
2021-04-10,3570.0,3575.0,3160.0,3340.0,22904630.90412096
2021-04-11,3340.0,3475.0,2785.0,3220.0,26151681.87911017
2021-04-12,3220.0,3240.0,2965.0,3110.0,14550714.71683476
2021-04-13,3115.0,3120.0,2855.0,3000.0,18543737.5645117
2021-04-14,2995.0,3000.0,2545.0,2665.0,30308737.95692384
2021-04-15,2670.0,3205.0,2585.0,2905.0,77258566.48101717
2021-04-16,2905.0,2910.0,2505.0,2660.0,25251633.40515405
2021-04-17,2660.0,2720.0,2435.0,2705.0,20988260.08614253
2021-04-18,2705.0,2725.0,2105.0,2415.0,24527697.64221244
2021-04-19,2415.0,2630.0,2200.0,2305.0,31001797.74443747
2021-04-20,2295.0,2320.0,1905.0,2185.0,31579018.55829577
2021-04-21,2190.0,2475.0,2105.0,2210.0,39646816.94167473
2021-04-22,2210.0,2755.0,1705.0,1875.0,194472728.83895922
2021-04-23,1880.0,1950.0,1225.0,1845.0,83895115.08836569
2021-04-24,1835.0,1865.0,1635.0,1700.0,31009144.63540671
2021-04-25,1700.0,2200.0,1675.0,2100.0,88461815.0963035
2021-04-26,2105.0,2370.0,1930.0,2360.0,79100878.81877354
2021-04-27,2355.0,2480.0,2185.0,2460.0,66684410.03602999
2021-04-28,2460.0,2470.0,2065.0,2290.0,53765475.5123555
2021-04-29,2295.0,2300.0,2105.0,2220.0,24802175.9576901
2021-04-30,2220.0,2315.0,2175.0,2270.0,33182765.43041525
2021-05-01,2265.0,2285.0,2180.0,2250.0,19797353.53639281
2021-05-02,2250.0,2290.0,2140.0,2275.0,21640454.19370702
2021-05-03,2275.0,2355.0,2240.0,2305.0,28602614.80753303
2021-05-04,2300.0,2305.0,2010.0,2065.0,32009700.57438315
2021-05-05,2065.0,2130.0,1955.0,2115.0,25391479.00654073
2021-05-06,2115.0,2295.0,2000.0,2145.0,39596822.64492762
2021-05-07,2140.0,2315.0,1945.0,2120.0,40428249.22032054
2021-05-08,2120.0,2195.0,2035.0,2080.0,19264847.46367073
2021-05-09,2080.0,2300.0,2060.0,2225.0,45602869.42962902
