date,open,high,low,close,volume,value
2019-05-03,4650.0,6255.0,4650.0,6135.0,3130963.56324379,18014797829.30644
2019-05-04,6135.0,6500.0,5520.0,6085.0,1691392.3130898,10269992390.892464
2019-05-05,6080.0,6080.0,5575.0,5645.0,455321.96507603,2603943417.2200165
2019-05-06,5620.0,5655.0,5245.0,5500.0,445610.97709837,2424597554.69633
2019-05-07,5500.0,5805.0,5275.0,5300.0,370244.24682716,2057654401.858111
2019-05-08,5280.0,5300.0,4980.0,5075.0,293260.36851663,1509363062.2116635
2019-05-09,5030.0,5270.0,4270.0,4600.0,387499.39635125,1822560195.7270384
2019-05-10,4600.0,5270.0,4380.0,4510.0,571501.50238412,2681608297.0574923
2019-05-11,4560.0,4855.0,4380.0,4635.0,412138.4231742,1901852436.728293
2019-05-12,4635.0,4720.0,4320.0,4365.0,182429.2686776,826249058.3557496
2019-05-13,4375.0,4880.0,4375.0,4650.0,307875.02368666,1436581646.4100082
2019-05-14,4640.0,4855.0,4565.0,4770.0,269472.48255776,1266775367.7395668
2019-05-15,4765.0,5430.0,4690.0,5370.0,270058.35815512,1350805780.8995538
2019-05-16,5370.0,5665.0,4785.0,5100.0,247074.303186,1289098275.8829043
2019-05-17,5145.0,5785.0,4795.0,5330.0,604178.2198122,3221815500.9974375
2019-05-18,5330.0,6050.0,5210.0,5720.0,402814.83384483,2290549869.3528967
2019-05-19,5725.0,6185.0,5630.0,5790.0,290390.69575287,1714346635.1396897
2019-05-20,5790.0,5830.0,5350.0,5680.0,184874.3361215,1040707541.1984158
2019-05-21,5630.0,5775.0,5415.0,5720.0,135484.04915286,753228460.4525135
2019-05-22,5720.0,5800.0,5275.0,5275.0,185450.432076,1011132269.49825
2019-05-23,5270.0,5380.0,4950.0,5220.0,191554.43846539,978050918.903859
2019-05-24,5220.0,5730.0,5140.0,5395.0,229758.06804381,1239158599.89658
2019-05-25,5395.0,5515.0,5165.0,5280.0,148983.92678389,792823223.6640292
2019-05-26,5245.0,5430.0,5060.0,5375.0,231542.81087667,1211056379.989364
2019-05-27,5375.0,5595.0,5335.0,5520.0,167981.15130645,913229574.6175146
2019-05-28,5520.0,5750.0,5325.0,5655.0,250432.74806723,1370112530.1856449
2019-05-29,5660.0,5965.0,5355.0,5590.0,435820.36278838,2470388861.4315267
2019-05-30,5590.0,8150.0,5570.0,7320.0,8086372.0813936,58136697541.66345
2019-05-31,7330.0,7370.0,6350.0,7030.0,2684145.91703694,18337850808.251076
2019-06-01,7040.0,8100.0,6850.0,7000.0,2353444.88139278,17582223198.394077
2019-06-02,7000.0,7695.0,6760.0,7685.0,718757.395053,5130293943.074886
2019-06-03,7685.0,8860.0,7345.0,8010.0,1582011.51505292,12720707559.58055
2019-06-04,8030.0,8480.0,7115.0,7335.0,1587340.83816676,12566873759.485052
2019-06-05,7335.0,7735.0,6930.0,7555.0,917805.4553399,6828378131.578135
2019-06-06,7560.0,7560.0,6855.0,7300.0,475421.58311045,3426674661.650604
2019-06-07,7300.0,8005.0,7155.0,7650.0,820549.18363532,6252601715.197093
2019-06-08,7660.0,7740.0,7350.0,7530.0,174893.76726868,1313515084.2746563
2019-06-09,7545.0,7580.0,7120.0,7265.0,159832.53370013,1178752835.1108077
2019-06-10,7255.0,7425.0,7015.0,7425.0,185711.12054041,1346146624.9947588
2019-06-11,7425.0,7530.0,7050.0,7245.0,162252.99203932,1170418015.4393456
2019-06-12,7245.0,7590.0,7125.0,7370.0,161754.9334045,1193550421.0722065
2019-06-13,7395.0,7830.0,7280.0,7555.0,279126.57577762,2103735945.5365806
2019-06-14,7585.0,7625.0,7230.0,7540.0,175109.41181362,1300413536.1418915
2019-06-15,7545.0,7575.0,7310.0,7405.0,100203.35535527,745893642.8312092
2019-06-16,7370.0,8030.0,7310.0,7965.0,264493.4509593,2020075699.4650836
2019-06-17,7980.0,8400.0,7745.0,8265.0,311343.60801095,2506658875.212312
2019-06-18,8315.0,8330.0,7800.0,7895.0,240260.63385881,1919227245.2112212
2019-06-19,7895.0,8145.0,7830.0,7915.0,124038.2281026,990228734.65475
2019-06-20,7915.0,7925.0,7485.0,7755.0,193702.57155689,1482891409.896507
2019-06-21,7710.0,7800.0,7500.0,7670.0,132018.11156777,1010966994.9272122
2019-06-22,7675.0,8005.0,7600.0,7805.0,264002.76102885,2064637209.0397503
2019-06-23,7805.0,8295.0,7765.0,7960.0,231518.81869821,1868382507.8286552
2019-06-24,7955.0,7990.0,7680.0,7760.0,150818.40142231,1177653532.5307114
2019-06-25,7780.0,7850.0,7645.0,7775.0,160841.27910519,1244035638.6881435
2019-06-26,7775.0,8150.0,7550.0,7685.0,333949.3978474,2646171083.174095
2019-06-27,7735.0,7780.0,6660.0,6870.0,295412.81407533,2120555163.3277063
2019-06-28,6890.0,7345.0,6700.0,7280.0,162366.305969,1139049468.8462608
2019-06-29,7280.0,7550.0,7020.0,7420.0,173259.99438744,1269127454.0381622
2019-06-30,7420.0,7465.0,6800.0,6810.0,210479.82751648,1486295101.080149
2019-07-01,6810.0,7040.0,6320.0,6710.0,145832.0076043,977927032.1233337
2019-07-02,6705.0,6890.0,6260.0,6480.0,114511.04359671,747616041.3666785
2019-07-03,6480.0,6770.0,6425.0,6725.0,72288.15797314,477561871.4770703
2019-07-04,6750.0,6945.0,6605.0,6605.0,59931.89064106,404911047.6968039
2019-07-05,6605.0,6725.0,6420.0,6490.0,108068.02986768,703254459.9768302
2019-07-06,6515.0,6620.0,6315.0,6430.0,63382.77489811,410897017.6018321
2019-07-07,6380.0,6475.0,6265.0,6440.0,59414.56065561,376499894.86633
2019-07-08,6465.0,6480.0,6110.0,6170.0,113403.54846871,715052393.7254775
2019-07-09,6170.0,6210.0,5820.0,5945.0,141887.24453546,850940927.3507216
2019-07-10,5945.0,5945.0,5000.0,5385.0,297564.47348606,1607071839.3556492
2019-07-11,5390.0,5620.0,4855.0,5295.0,185873.96472765,974538562.3525821
2019-07-12,5255.0,5950.0,5100.0,5455.0,203396.65673278,1103054484.1853285
2019-07-13,5470.0,5475.0,5110.0,5190.0,44112.84201001,233279434.57579756
2019-07-14,5220.0,5220.0,4625.0,4680.0,142184.70737573,689474200.2026945
2019-07-15,4685.0,5460.0,4305.0,5010.0,268768.44158491,1273045617.1381302
2019-07-16,5050.0,5120.0,4300.0,4420.0,157448.14233645,745506455.5775394
2019-07-17,4425.0,4820.0,4230.0,4595.0,284880.18219949,1286967519.1282969
2019-07-18,4575.0,4950.0,4350.0,4850.0,189207.23816259,885007869.4409881
2019-07-19,4870.0,4970.0,4525.0,4695.0,95984.64224778,450212791.18638027
2019-07-20,4700.0,4965.0,4680.0,4815.0,143851.03232322,690322017.9089093
2019-07-21,4820.0,5140.0,4715.0,5015.0,192362.79584925,953182538.406676
2019-07-22,5015.0,5175.0,4665.0,4770.0,148309.56629038,723169089.7986178
2019-07-23,4770.0,4770.0,4415.0,4445.0,147218.77496742,678531496.2645524
2019-07-24,4445.0,4815.0,4280.0,4615.0,132223.45170874,592300867.478384
2019-07-25,4635.0,4785.0,4510.0,4525.0,80859.21029673,374565999.09266865
2019-07-26,4535.0,4675.0,4390.0,4630.0,123502.3717116,558217842.7457052
2019-07-27,4605.0,4720.0,4190.0,4350.0,146845.62025481,656712537.7373966
2019-07-28,4355.0,4375.0,4160.0,4320.0,52928.6641086,225746765.5347083
2019-07-29,4320.0,4370.0,4180.0,4280.0,58733.73127303,250307308.35006154
2019-07-30,4280.0,4320.0,4140.0,4270.0,77536.97959271,327484039.3631156
2019-07-31,4265.0,4430.0,4230.0,4325.0,183226.04572595,797725412.7240963
2019-08-01,4325.0,4340.0,4075.0,4195.0,125557.38949192,526386247.02810746
2019-08-02,4195.0,4625.0,4140.0,4350.0,222705.68741195,979134803.776864
2019-08-03,4360.0,4450.0,4300.0,4385.0,65215.86123534,285629383.0416137
2019-08-04,4390.0,4470.0,4215.0,4270.0,77768.34141798,333903377.3668109
2019-08-05,4270.0,4575.0,4235.0,4500.0,115667.86338535,508618983.7134845
2019-08-06,4505.0,4530.0,4215.0,4300.0,117458.18252102,511089370.5973634
2019-08-07,4300.0,4400.0,4120.0,4175.0,87594.7211386,371793088.7203062
2019-08-08,4180.0,4180.0,3760.0,3910.0,147484.4994649,580219405.1925929
2019-08-09,3910.0,3950.0,3690.0,3775.0,108716.80079094,415631052.71921873
2019-08-10,3770.0,4075.0,3770.0,4040.0,79582.06264537,312026075.5374513
2019-08-11,4040.0,4260.0,3960.0,4260.0,44521.16410927,181068614.17747575
2019-08-12,4260.0,4375.0,4015.0,4025.0,64522.77777879,271362434.89533645
2019-08-13,4025.0,4050.0,3780.0,3915.0,111829.98467478,437800499.5221875
2019-08-14,3925.0,3975.0,3465.0,3475.0,86071.11021849,324220106.3045396
2019-08-15,3480.0,3665.0,3255.0,3560.0,108063.07179254,372346017.7221778
2019-08-16,3540.0,3695.0,3415.0,3500.0,63695.46037374,227237369.2004509
2019-08-17,3540.0,3540.0,3430.0,3540.0,28143.03961539,98249769.45794255
2019-08-18,3540.0,3615.0,3470.0,3590.0,55315.15553171,196934639.72374704
2019-08-19,3615.0,3615.0,3350.0,3505.0,125610.99711266,438045956.78511345
2019-08-20,3490.0,3530.0,3330.0,3455.0,102560.52184022,352220794.77511644
2019-08-21,3455.0,3470.0,3140.0,3215.0,93555.63370108,306840187.3371867
2019-08-22,3220.0,3335.0,3125.0,3260.0,73571.27996437,237623001.10291934
2019-08-23,3270.0,3330.0,3175.0,3265.0,118054.56264152,385567717.65428746
2019-08-24,3270.0,3295.0,3145.0,3245.0,182078.25377864,585852098.3655021
2019-08-25,3245.0,3335.0,3145.0,3165.0,195819.04864343,634243602.850093
2019-08-26,3165.0,3230.0,3115.0,3150.0,147687.6996609,468424720.0328546
2019-08-27,3140.0,3160.0,3000.0,3080.0,146347.20919091,446959446.0406045
2019-08-28,3075.0,3140.0,2810.0,2815.0,210192.41855739,625004638.2884895
2019-08-29,2815.0,2820.0,2615.0,2630.0,223650.53789223,599907055.5242977
